area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",-0.023381889811955704,-0.023386152269505238
V2,24c+32,"38,28",0.034244930998797274,0.0342583269440057
V4,24c+32,"38,28",0.4665266767594879,0.5056215064126235
1,24c+32,"38,28",-0.1340628935100911,-0.13487483188705657
3,24c+32,"38,28",0.04589681495124647,0.04592908322846547
MT,24c+32,"38,28",0.26942874165263647,0.2762477473705172
V6,24c+32,"38,28",0.27725489959109256,0.2847059212361859
DP,24c+32,"38,28",0.18110158450611336,0.18312139340698824
TEO,24c+32,"38,28",0.1558506616783878,0.1571312177023904
8m,24c+32,"38,28",0.21118492819092016,0.21441126426857088
F4,24c+32,"38,28",-0.1546192317477445,-0.1558693799713653
5,24c+32,"38,28",-0.19477754307764708,-0.19729835368522985
2,24c+32,"38,28",0.19065274112446734,0.19301444406179943
8l,24c+32,"38,28",0.20615955317375412,0.2091570877721705
F1,24c+32,"38,28",-0.17989558426285118,-0.18187477860752282
STPc,24c+32,"38,28",-0.02370207092053245,-0.023706510931552953
7A,24c+32,"38,28",0.35669492924224727,0.3730938805578298
10,24c+32,"38,28",0.4702730809450765,0.5104209025877914
F3,24c+32,"38,28",-0.07748154383175704,-0.07763715536789333
TEpd,24c+32,"38,28",0.030328742530896187,0.030338046788722126
46d,24c+32,"38,28",0.5292452761084173,0.5890962033928899
9/46v,24c+32,"38,28",0.4069475875525056,0.4319475124409038
PBr,24c+32,"38,28",0.13794943323092154,0.138834623920032
9/46d,24c+32,"38,28",0.3596866193252407,0.3765259056979898
F5,24c+32,"38,28",0.21545519305085045,0.21888512213093464
7m,24c+32,"38,28",0.25250981837436237,0.2580917508600722
25,24c+32,"38,28",0.2577628670692205,0.2637105706381905
LIP,24c+32,"38,28",0.11069790124862058,0.11115342009464754
32,24c+32,"38,28",0.663564343237191,0.799155428264416
STPi,24c+32,"38,28",0.11041114841775754,0.11086311911517581
9,24c+32,"38,28",0.5862257682100959,0.6718961257639524
45A,24c+32,"38,28",0.38595549147042113,0.4070388256581249
8B,24c+32,"38,28",0.603739851337743,0.6990113255989467
7B,24c+32,"38,28",0.1553414687860311,0.15660939130996362
F2,24c+32,"38,28",-0.1745065156985479,-0.1763109907116842
F7,24c+32,"38,28",0.2947873216136854,0.30380115072183733
ProM,24c+32,"38,28",0.12249998896885107,0.12311832093898721
STPr,24c+32,"38,28",0.1751685898519077,0.17699394144722816
24c,24c+32,"38,28",0.3373815755203503,0.3511348186828727
OPRO,24c+32,"38,28",0.526444043598259,0.5852130365268108
