area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",-0.6420319508477644,-0.7616230070388516
V2,24c+32,"38,28",-0.0642300888328228,-0.06431863528511236
V4,24c+32,"38,28",0.31088457368296457,0.32152432555576005
1,24c+32,"38,28",-0.08219626966904459,-0.08238213591743909
3,24c+32,"38,28",0.03259941693579923,0.03261097234382673
MT,24c+32,"38,28",0.24175652283211035,0.24663883142960527
V6,24c+32,"38,28",0.39023606869101485,0.4120784804425324
DP,24c+32,"38,28",0.38611799434871596,0.4072297863304216
TEO,24c+32,"38,28",0.05452860676665924,0.05458274794407223
8m,24c+32,"38,28",-0.26297383035243244,-0.2693005010039339
F4,24c+32,"38,28",0.010792674133243332,0.010793093212623187
5,24c+32,"38,28",0.171188366575056,0.1728906511860223
2,24c+32,"38,28",0.5085467664076135,0.5607676376787292
8l,24c+32,"38,28",-0.29351727428700264,-0.3024108024550738
F1,24c+32,"38,28",-0.0711716464778096,-0.07129218406341059
STPc,24c+32,"38,28",-0.052990229459070046,-0.05303991141534556
7A,24c+32,"38,28",-0.18397807549383344,-0.18609703754129167
10,24c+32,"38,28",0.3963642072710494,0.4193280594324326
F3,24c+32,"38,28",0.002444636583569976,0.0024446414535056237
TEpd,24c+32,"38,28",0.33428134905873974,0.3476404876640281
46d,24c+32,"38,28",0.3920446953854471,0.41421379100795164
9/46v,24c+32,"38,28",0.17356019296232209,0.17533511082568082
PBr,24c+32,"38,28",0.23510156664351287,0.23958271385987134
9/46d,24c+32,"38,28",0.09691842883538405,0.0972236081289419
F5,24c+32,"38,28",0.6074116514591201,0.7048094453361768
7m,24c+32,"38,28",0.5919730901703765,0.680698167704099
25,24c+32,"38,28",0.8178622218411751,1.1503265313847144
LIP,24c+32,"38,28",0.15805058954736212,0.15938670717019482
32,24c+32,"38,28",0.787746112472831,1.06546390478634
STPi,24c+32,"38,28",0.43673239327826596,0.4681859023906407
9,24c+32,"38,28",0.6237942124185649,0.7311922475660594
45A,24c+32,"38,28",0.10735497191809885,0.10777027278873659
8B,24c+32,"38,28",0.5327272159513425,0.5939453572796558
7B,24c+32,"38,28",-0.4405692744351204,-0.47293696936396806
F2,24c+32,"38,28",-0.23323418717212357,-0.2376069959928878
F7,24c+32,"38,28",0.1595399441128333,0.16091458901941388
ProM,24c+32,"38,28",0.6291064632068073,0.7399359514041108
STPr,24c+32,"38,28",0.0635049139225532,0.06359049019655667
24c,24c+32,"38,28",-0.13951625679194685,-0.14043219598725465
OPRO,24c+32,"38,28",0.4532778436380469,0.4888180667120545
