area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.6128497440871686,0.7134725224298244
V2,24c+32,"38,28",0.570140267866867,0.647730642906028
V4,24c+32,"38,28",0.5801655582912143,0.6627122285511607
1,24c+32,"38,28",0.8719562967388591,1.341183836816566
3,24c+32,"38,28",0.7971865338978174,1.0908455069668144
MT,24c+32,"38,28",0.6916293597833689,0.8510725124232575
V6,24c+32,"38,28",0.8293688913616972,1.186111175702446
DP,24c+32,"38,28",0.8071572209662325,1.1188175264551188
TEO,24c+32,"38,28",0.6167613114052053,0.7197611169002361
8m,24c+32,"38,28",0.643368510324296,0.7639001885849852
F4,24c+32,"38,28",0.8166592246494406,1.146703960450886
5,24c+32,"38,28",0.8301280912241402,1.1885482816681117
2,24c+32,"38,28",0.6636686239543529,0.7993417725551027
8l,24c+32,"38,28",0.7644492955226028,1.006833855447341
F1,24c+32,"38,28",0.7017383304433258,0.870717183972118
STPc,24c+32,"38,28",0.8483442389514436,1.2502161444100044
7A,24c+32,"38,28",0.7927335092270602,1.0787457369043465
10,24c+32,"38,28",0.814746887499186,1.140989107695939
F3,24c+32,"38,28",0.8646682084464407,1.3115544667627295
TEpd,24c+32,"38,28",0.6095185396997228,0.7081549391312303
46d,24c+32,"38,28",0.8075780512452052,1.1200262622433823
9/46v,24c+32,"38,28",0.8449293761619932,1.2381578132132578
PBr,24c+32,"38,28",0.6235195090423429,0.7307426895378207
9/46d,24c+32,"38,28",0.8271308688441457,1.1789836716722124
F5,24c+32,"38,28",0.7706908778631139,1.0220270521360348
7m,24c+32,"38,28",0.7703073058279417,1.0210830631878802
25,24c+32,"38,28",0.7944203841526377,1.0833019795289824
LIP,24c+32,"38,28",0.7889339168739739,1.0686019348149447
32,24c+32,"38,28",0.9036347827669473,1.4916875308784063
STPi,24c+32,"38,28",0.8408989561129087,1.2242348989382419
9,24c+32,"38,28",0.8543722092544782,1.2721237490188917
45A,24c+32,"38,28",0.7686454144270427,1.0170088469503618
8B,24c+32,"38,28",0.8551412200238095,1.2749783824469973
7B,24c+32,"38,28",0.7970019943668323,1.0903394210439314
F2,24c+32,"38,28",0.7972885589988956,1.0911254785938589
F7,24c+32,"38,28",0.8695300374393038,1.3311496665327223
ProM,24c+32,"38,28",0.7391898015263433,0.9486908592985583
STPr,24c+32,"38,28",0.7738384904704236,1.0298258640884779
24c,24c+32,"38,28",0.9609229358269405,1.957817413090191
OPRO,24c+32,"38,28",0.8153849172466051,1.1428898880223373
