area_name,seed_area,seed_indices,model_seed_fc_r,model_seed_fc_z
V1,24c+32,"38,28",0.6002831609625575,0.6935897370753846
V2,24c+32,"38,28",0.35243264566974347,0.36821869965532444
V4,24c+32,"38,28",0.6403451785629635,0.7587586156336839
1,24c+32,"38,28",0.25291754780063813,0.25852729604102115
3,24c+32,"38,28",-0.012151628546081745,-0.012152226710645642
MT,24c+32,"38,28",0.5670886303569384,0.6432208916429277
V6,24c+32,"38,28",0.821962252799551,1.1628368847089539
DP,24c+32,"38,28",0.6513027192564443,0.777557813411147
TEO,24c+32,"38,28",0.34057908083877014,0.3547474474005143
8m,24c+32,"38,28",0.8949806426200382,1.4464096066612198
F4,24c+32,"38,28",0.7696556716364615,1.0194825007934467
5,24c+32,"38,28",0.38358175498527347,0.40425259401640923
2,24c+32,"38,28",0.020140391496480378,0.020143115377835755
8l,24c+32,"38,28",0.46157913642569914,0.49931610091969875
F1,24c+32,"38,28",0.2385518993482846,0.24323806857248226
STPc,24c+32,"38,28",0.5751310939331161,0.6551565585052177
7A,24c+32,"38,28",0.8107446179161799,1.1291980499231302
10,24c+32,"38,28",0.7143959692657236,0.896104874735295
F3,24c+32,"38,28",0.26323901374836867,0.26958540701780503
TEpd,24c+32,"38,28",-0.285645807422501,-0.29381876878839774
46d,24c+32,"38,28",0.894617216926515,1.444586413226064
9/46v,24c+32,"38,28",0.7333924175227473,0.9360289268063033
PBr,24c+32,"38,28",0.8542470329353488,1.2716603991151938
9/46d,24c+32,"38,28",0.8201764026756402,1.157356172212008
F5,24c+32,"38,28",-0.449665364973775,-0.4842807527367021
7m,24c+32,"38,28",0.52235274369134,0.5795698861407408
25,24c+32,"38,28",0.6633822299970757,0.7988301117165457
LIP,24c+32,"38,28",0.8833567613996237,1.3908454707115372
32,24c+32,"38,28",0.7628903446716102,1.0030936337386354
STPi,24c+32,"38,28",0.8373260198816159,1.2121592338140506
9,24c+32,"38,28",0.9535493216541657,1.869506046538543
45A,24c+32,"38,28",0.6618970323057046,0.7961822660845467
8B,24c+32,"38,28",0.9606736370482614,1.954574139272681
7B,24c+32,"38,28",0.5836287014854559,0.6679483662914127
F2,24c+32,"38,28",-0.26442913205072743,-0.27086456573073586
F7,24c+32,"38,28",0.7446660617589518,0.9608730987718812
ProM,24c+32,"38,28",0.519830256282222,0.5761071299859245
STPr,24c+32,"38,28",0.5151631190788285,0.569732937568775
24c,24c+32,"38,28",0.8796658565646257,1.3742884511825941
OPRO,24c+32,"38,28",0.47077332976005887,0.5110633939305113
